Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm),Volume (gal),,,Weekday,Weekend,Holiday,All
6.00E+01,FAUC,12.05,0.5,0.749,0.3745,,,,,,
6.00E+01,FAUC,12.08,0.333,0.922,0.307026,,,,,,
6.00E+01,FAUC,12.17,1.5,1.126,1.689,,,,,,
6.00E+01,FAUC,12.2,2.167,1.019,2.208173,,,,,,
6.00E+01,FAUC,12.41,2,0.883,1.766,,,,,,
6.00E+01,FAUC,12.44,2.333,0.979,2.284007,,,,,,
6.00E+01,FAUC,12.64,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,12.73,0.667,0.821,0.547607,,,,,,
6.00E+01,FAUC,12.75,0.167,0.864,0.144288,,,,,,
6.00E+01,FAUC,12.79,2.167,0.868,1.880956,,,,,,
6.00E+01,FAUC,12.84,0.167,1.786,0.298262,,,,,,
6.00E+01,FAUC,12.99,0.5,1.67,0.835,,,,,,
6.00E+01,FAUC,13,0.333,1.642,0.546786,,,,,,
6.00E+01,FAUC,13.05,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,14.06,3.167,1.964,6.219988,,,,,,
6.00E+01,FAUC,14.88,0.333,1.325,0.441225,,,,,,
6.00E+01,FAUC,14.96,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,15.09,0.167,0.518,0.086506,,,,,,
6.00E+01,FAUC,15.1,0.333,0.979,0.326007,,,,,,
6.00E+01,FAUC,15.12,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,15.15,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,15.76,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,17.12,0.333,0.778,0.259074,,,,,,
6.00E+01,FAUC,17.14,0.167,0.691,0.115397,,,,,,
6.00E+01,FAUC,17.19,0.833,1.014,0.844662,,,,,,
6.00E+01,FAUC,17.22,0.333,1.094,0.364302,,,,,,
6.00E+01,FAUC,17.24,0.333,0.893,0.297369,,,,,,
6.00E+01,FAUC,17.26,0.167,1.094,0.182698,,,,,,
6.00E+01,FAUC,17.32,0.333,1.037,0.345321,,,,,,
6.00E+01,FAUC,17.37,0.333,0.893,0.297369,,,,,,
6.00E+01,FAUC,17.43,0.5,1.037,0.5185,,,,,,
6.00E+01,FAUC,17.44,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,17.45,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,17.53,0.5,0.845,0.4225,,,,,,
6.00E+01,FAUC,17.55,0.167,0.691,0.115397,,,,,,
6.00E+01,FAUC,17.6,0.167,0.518,0.086506,,,,,,
6.00E+01,FAUC,17.84,1.5,1.222,1.833,,,,,,
6.00E+01,FAUC,18.03,0.167,0.691,0.115397,,,,,,
6.00E+01,FAUC,18.4,7.5,0.641,4.8075,,,,,,
6.00E+01,FAUC,18.6,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,19.09,0.333,0.432,0.143856,,,,,,
6.00E+01,FAUC,19.18,1.333,1.152,1.535616,,,,,,
6.00E+01,FAUC,19.37,3.667,1.27,4.65709,,,,,,
6.00E+01,FAUC,19.61,0.833,1.279,1.065407,,,,,,
6.00E+01,FAUC,19.63,0.5,1.037,0.5185,,,,,,
6.00E+01,FAUC,19.65,0.333,1.21,0.40293,,,,,,
6.00E+01,FAUC,19.84,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,19.88,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,19.9,0.167,0.864,0.144288,,,,,,
6.00E+01,FAUC,19.99,0.333,1.21,0.40293,,,,,,
6.00E+01,FAUC,20.15,0.5,1.171,0.5855,,,,,,
6.00E+01,FAUC,20.34,0.167,0.691,0.115397,,,,,,
6.00E+01,FAUC,20.61,1.167,1.136,1.325712,,,,,,
6.00E+01,FAUC,21.37,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,21.5,2.833,0.81,2.29473,,,,,,
6.00E+01,FAUC,22.08,0.167,0.461,0.076987,,,,,,
6.00E+01,FAUC,22.34,0.333,1.44,0.47952,,,,,,
6.00E+01,SHWR,8.58,11.833,1.482,17.536506,,,,,,
6.00E+01,SHWR,9.53,5.5,1.638,9.009,,,,,,
6.00E+01,SHWR,9.62,21.333,1.568,33.450144,,,,,,
6.00E+01,SHWR,11.26,13.5,1.467,19.8045,,,,,,
6.00E+01,SHWR,19.22,2.333,1.281,2.988573,,,,,,
6.00E+01,SHWR,19.26,6.333,1.274,8.068242,,,,,,
6.00E+01,SHWR,21.04,11.5,1.203,13.8345,,,,,,
6.00E+02,CWSH,6.3,3.5,3.614,12.649,,,,,,
6.00E+02,CWSH,7.82,2.167,1.463,3.170321,,,,,,
6.00E+02,CWSH,7.86,0.667,1.463,0.975821,,,,,,
6.00E+02,CWSH,7.92,3.667,1.551,5.687517,,,,,,
6.00E+02,CWSH,8.01,1.833,1.537,2.817321,,,,,,
6.00E+02,CWSH,8.35,3.667,3.45,12.65115,,,,,,
6.00E+02,CWSH,8.61,1.833,1.222,2.239926,,,,,,
6.00E+02,CWSH,8.65,1.167,1.114,1.300038,,,,,,
6.00E+02,CWSH,8.71,3.5,1.29,4.515,,,,,,
6.00E+02,CWSH,8.83,3.5,1.313,4.5955,,,,,,
6.00E+02,FAUC,2.35,0.393,0.653,0.256629,,,,,,
6.00E+02,FAUC,5.17,0.393,0.806,0.316758,,,,,,
6.00E+02,FAUC,6.1,0.786,0.979,0.769494,,,,,,
6.00E+02,FAUC,6.13,0.393,0.614,0.241302,,,,,,
6.00E+02,FAUC,6.61,1.048,1.21,1.26808,,,,,,
6.00E+02,FAUC,6.65,0.262,1.008,0.264096,,,,,,
6.00E+02,FAUC,6.7,0.262,0.576,0.150912,,,,,,
6.00E+02,FAUC,7.01,0.131,0.518,0.067858,,,,,,
6.00E+02,FAUC,7.03,1.048,1.253,1.313144,,,,,,
6.00E+02,FAUC,7.06,0.131,0.403,0.052793,,,,,,
6.00E+02,FAUC,7.37,0.524,1.339,0.701636,,,,,,
6.00E+02,FAUC,7.41,0.393,1.114,0.437802,,,,,,
6.00E+02,FAUC,7.43,0.131,0.518,0.067858,,,,,,
6.00E+02,FAUC,7.46,0.131,0.979,0.128249,,,,,,
6.00E+02,FAUC,7.47,0.131,0.403,0.052793,,,,,,
6.00E+02,FAUC,7.5,0.262,0.806,0.211172,,,,,,
6.00E+02,FAUC,7.52,1.179,1.069,1.260351,,,,,,
6.00E+02,FAUC,7.56,0.131,1.037,0.135847,,,,,,
6.00E+02,FAUC,7.58,0.524,0.101,0.052924,,,,,,
6.00E+02,FAUC,7.67,0.131,0.346,0.045326,,,,,,
6.00E+02,FAUC,7.75,0.131,0.403,0.052793,,,,,,
6.00E+02,FAUC,7.89,0.262,1.037,0.271694,,,,,,
6.00E+02,FAUC,8.12,0.131,0.346,0.045326,,,,,,
6.00E+02,FAUC,8.36,0.786,0.893,0.701898,,,,,,
6.00E+02,FAUC,8.4,0.262,0.576,0.150912,,,,,,
6.00E+02,FAUC,8.41,0.524,1.094,0.573256,,,,,,
6.00E+02,FAUC,8.46,0.393,0.653,0.256629,,,,,,
6.00E+02,FAUC,8.48,0.131,0.461,0.060391,,,,,,
6.00E+02,FAUC,8.49,0.524,1.008,0.528192,,,,,,
6.00E+02,FAUC,8.52,0.131,0.403,0.052793,,,,,,
6.00E+02,FAUC,8.92,0.262,0.403,0.105586,,,,,,
6.00E+02,FAUC,8.96,0.262,0.864,0.226368,,,,,,
6.00E+02,FAUC,8.96,0.131,0.691,0.090521,,,,,,
6.00E+02,FAUC,9.17,0.393,0.864,0.339552,,,,,,
6.00E+02,FAUC,9.18,0.262,0.749,0.196238,,,,,,
6.00E+02,FAUC,10.37,0.131,0.518,0.067858,,,,,,
6.00E+02,FAUC,10.5,0.131,0.864,0.113184,,,,,,
6.00E+02,FAUC,10.81,0.262,0.72,0.18864,,,,,,
6.00E+02,FAUC,10.84,0.131,0.634,0.083054,,,,,,
6.00E+02,FAUC,15.66,0.262,0.835,0.21877,,,,,,
6.00E+02,FAUC,15.74,0.131,0.403,0.052793,,,,,,
6.00E+02,FAUC,16.12,0.131,0.749,0.098119,,,,,,
6.00E+02,FAUC,16.13,0.262,0.662,0.173444,,,,,,
6.00E+02,FAUC,16.2,0.131,0.518,0.067858,,,,,,
6.00E+02,FAUC,16.2,0.131,0.461,0.060391,,,,,,
6.00E+02,FAUC,16.54,0.131,0.634,0.083054,,,,,,
6.00E+02,FAUC,16.55,0.393,0.787,0.309291,,,,,,
6.00E+02,FAUC,16.56,0.393,1.229,0.482997,,,,,,
6.00E+02,FAUC,16.58,1.179,1.05,1.23795,,,,,,
6.00E+02,FAUC,16.61,0.655,1.256,0.82268,,,,,,
6.00E+02,FAUC,16.63,0.131,0.864,0.113184,,,,,,
6.00E+02,FAUC,16.65,0.131,0.864,0.113184,,,,,,
6.00E+02,FAUC,16.81,0.262,0.778,0.203836,,,,,,
6.00E+02,FAUC,16.82,0.131,0.864,0.113184,,,,,,
6.00E+02,FAUC,17.06,0.524,0.792,0.415008,,,,,,
6.00E+02,FAUC,20.04,0.262,0.547,0.143314,,,,,,
6.00E+02,FAUC,20.06,1.179,0.947,1.116513,,,,,,
6.00E+02,FAUC,20.18,0.655,0.887,0.580985,,,,,,
6.00E+02,FAUC,20.49,0.262,0.806,0.211172,,,,,,
6.00E+02,FAUC,21.1,0.262,0.922,0.241564,,,,,,
6.00E+02,FAUC,21.13,0.393,1.094,0.429942,,,,,,
6.00E+02,FAUC,21.16,0.131,0.346,0.045326,,,,,,
6.00E+02,FAUC,21.21,0.131,0.403,0.052793,,,,,,
6.00E+02,FAUC,21.36,0.131,0.806,0.105586,,,,,,
6.00E+02,SHWR,7.1,6.55,1.886,12.3533,,,,,,
6.00E+03,CWSH,21.3,3.667,2.501,9.171167,,,,,,
6.00E+03,CWSH,21.46,0.833,2.195,1.828435,,,,,,
6.00E+03,CWSH,21.49,0.833,1.981,1.650173,,,,,,
6.00E+03,DWSH,10.86,2,0.515,1.03,,,,,,
6.00E+03,DWSH,11,1.333,0.535,0.713155,,,,,,
6.00E+03,DWSH,11.08,2,0.552,1.104,,,,,,
6.00E+03,DWSH,11.15,1.333,0.535,0.713155,,,,,,
6.00E+03,DWSH,11.64,1.333,0.543,0.723819,,,,,,
6.00E+03,DWSH,11.71,1.333,0.535,0.713155,,,,,,
6.00E+03,DWSH,20.46,2,0.602,1.204,,,,,,
6.00E+03,DWSH,20.6,2.5,0.468,1.17,,,,,,
6.00E+03,DWSH,20.75,1.667,0.879,1.465293,,,,,,
6.00E+03,DWSH,21.24,1.5,0.774,1.161,,,,,,
6.00E+03,FAUC,1.67,0.333,0.144,0.047952,,,,,,
6.00E+03,FAUC,3.2,9.167,0.017,0.155839,,,,,,
6.00E+03,FAUC,3.55,3.667,0.024,0.088008,,,,,,
6.00E+03,FAUC,4.55,0.5,0.115,0.0575,,,,,,
6.00E+03,FAUC,6.42,6.167,0.026,0.160342,,,,,,
6.00E+03,FAUC,6.53,4.5,0.032,0.144,,,,,,
6.00E+03,FAUC,6.64,1.667,0.035,0.058345,,,,,,
6.00E+03,FAUC,7.34,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,7.35,0.833,0.058,0.048314,,,,,,
6.00E+03,FAUC,7.37,8,0.025,0.2,,,,,,
6.00E+03,FAUC,7.51,3.833,0.033,0.126489,,,,,,
6.00E+03,FAUC,7.96,5.167,0.026,0.134342,,,,,,
6.00E+03,FAUC,8.3,0.333,0.144,0.047952,,,,,,
6.00E+03,FAUC,8.31,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,8.31,4.5,0.053,0.2385,,,,,,
6.00E+03,FAUC,8.39,0.5,0.134,0.067,,,,,,
6.00E+03,FAUC,8.4,3.167,0.03,0.09501,,,,,,
6.00E+03,FAUC,8.65,3.667,0.024,0.088008,,,,,,
6.00E+03,FAUC,8.71,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,8.72,2.333,0.049,0.114317,,,,,,
6.00E+03,FAUC,8.76,0.167,1.325,0.221275,,,,,,
6.00E+03,FAUC,8.76,5.667,0.025,0.141675,,,,,,
6.00E+03,FAUC,8.86,0.5,0.096,0.048,,,,,,
6.00E+03,FAUC,8.87,9.167,0.031,0.284177,,,,,,
6.00E+03,FAUC,9.03,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,9.04,0.167,0.691,0.115397,,,,,,
6.00E+03,FAUC,9.05,1.667,0.035,0.058345,,,,,,
6.00E+03,FAUC,9.08,0.333,1.267,0.421911,,,,,,
6.00E+03,FAUC,9.09,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,9.13,1.833,1.77,3.24441,,,,,,
6.00E+03,FAUC,9.17,0.167,0.461,0.076987,,,,,,
6.00E+03,FAUC,9.17,1.333,0.043,0.057319,,,,,,
6.00E+03,FAUC,9.22,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,9.23,0.5,0.077,0.0385,,,,,,
6.00E+03,FAUC,9.25,3,0.048,0.144,,,,,,
6.00E+03,FAUC,9.36,0.333,0.547,0.182151,,,,,,
6.00E+03,FAUC,9.85,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,9.86,4.167,0.025,0.104175,,,,,,
6.00E+03,FAUC,9.94,9,0.017,0.153,,,,,,
6.00E+03,FAUC,10.11,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,10.12,8.167,0.043,0.351181,,,,,,
6.00E+03,FAUC,10.44,0.167,0.346,0.057782,,,,,,
6.00E+03,FAUC,10.44,0.167,0.173,0.028891,,,,,,
6.00E+03,FAUC,10.48,4.167,0.028,0.116676,,,,,,
6.00E+03,FAUC,10.55,0.5,1.766,0.883,,,,,,
6.00E+03,FAUC,10.56,2.833,0.017,0.048161,,,,,,
6.00E+03,FAUC,10.61,0.5,1.594,0.797,,,,,,
6.00E+03,FAUC,10.73,2.5,0.023,0.0575,,,,,,
6.00E+03,FAUC,10.79,1,0.058,0.058,,,,,,
6.00E+03,FAUC,10.81,0.167,0.461,0.076987,,,,,,
6.00E+03,FAUC,10.81,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,10.82,0.333,1.181,0.393273,,,,,,
6.00E+03,FAUC,10.84,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,10.86,1,0.874,0.874,,,,,,
6.00E+03,FAUC,11.02,2.5,0.054,0.135,,,,,,
6.00E+03,FAUC,11.06,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,11.11,2.667,0.029,0.077343,,,,,,
6.00E+03,FAUC,11.18,0.167,0.23,0.03841,,,,,,
6.00E+03,FAUC,11.34,2,0.528,1.056,,,,,,
6.00E+03,FAUC,11.38,0.167,0.346,0.057782,,,,,,
6.00E+03,FAUC,11.39,6.833,0.022,0.150326,,,,,,
6.00E+03,FAUC,11.64,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,11.66,2.667,0.022,0.058674,,,,,,
6.00E+03,FAUC,11.73,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,11.74,4.5,0.041,0.1845,,,,,,
6.00E+03,FAUC,11.82,2.667,0.029,0.077343,,,,,,
6.00E+03,FAUC,11.87,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,12.16,1.333,0.029,0.038657,,,,,,
6.00E+03,FAUC,12.19,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,16.66,8.5,0.017,0.1445,,,,,,
6.00E+03,FAUC,17.47,0.5,1.382,0.691,,,,,,
6.00E+03,FAUC,17.48,2.667,0.018,0.048006,,,,,,
6.00E+03,FAUC,17.56,3.333,0.02,0.06666,,,,,,
6.00E+03,FAUC,17.66,3.5,0.036,0.126,,,,,,
6.00E+03,FAUC,17.72,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,17.73,1.167,0.033,0.038511,,,,,,
6.00E+03,FAUC,17.76,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,17.77,0.167,0.864,0.144288,,,,,,
6.00E+03,FAUC,17.77,0.167,0.173,0.028891,,,,,,
6.00E+03,FAUC,17.93,0.5,1.594,0.797,,,,,,
6.00E+03,FAUC,18.01,2.167,0.031,0.067177,,,,,,
6.00E+03,FAUC,18.06,0.333,0.115,0.038295,,,,,,
6.00E+03,FAUC,18.07,3,0.045,0.135,,,,,,
6.00E+03,FAUC,18.13,0.333,0.086,0.028638,,,,,,
6.00E+03,FAUC,18.14,0.5,0.134,0.067,,,,,,
6.00E+03,FAUC,18.19,2.167,0.018,0.039006,,,,,,
6.00E+03,FAUC,18.88,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,19.21,8.333,0.031,0.258323,,,,,,
6.00E+03,FAUC,19.55,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,19.63,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,19.69,0.333,1.526,0.508158,,,,,,
6.00E+03,FAUC,19.71,1,0.547,0.547,,,,,,
6.00E+03,FAUC,19.81,0.167,0.173,0.028891,,,,,,
6.00E+03,FAUC,19.84,4.167,0.039,0.162513,,,,,,
6.00E+03,FAUC,20.25,1.833,1.88,3.44604,,,,,,
6.00E+03,FAUC,20.3,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,20.35,0.167,0.346,0.057782,,,,,,
6.00E+03,FAUC,20.43,0.333,1.44,0.47952,,,,,,
6.00E+03,FAUC,20.43,0.167,0.288,0.048096,,,,,,
6.00E+03,FAUC,20.78,2.5,0.038,0.095,,,,,,
6.00E+03,FAUC,20.85,0.5,1.613,0.8065,,,,,,
6.00E+03,FAUC,20.85,0.167,0.115,0.019205,,,,,,
6.00E+03,FAUC,20.86,4.833,0.042,0.202986,,,,,,
6.00E+03,FAUC,21.16,3.667,0.042,0.154014,,,,,,
6.00E+03,FAUC,21.31,1.667,0.703,1.171901,,,,,,
6.00E+03,FAUC,21.42,0.167,0.518,0.086506,,,,,,
6.00E+03,FAUC,21.42,2.333,0.045,0.104985,,,,,,
6.00E+03,FAUC,21.56,0.167,0.346,0.057782,,,,,,
6.00E+03,FAUC,21.56,0.167,0.576,0.096192,,,,,,
6.00E+03,FAUC,21.66,2.333,0.049,0.114317,,,,,,
6.00E+03,FAUC,21.71,0.5,1.21,0.605,,,,,,
6.00E+03,FAUC,21.76,0.333,1.325,0.441225,,,,,,
6.00E+03,FAUC,21.79,0.167,1.728,0.288576,,,,,,
6.00E+03,FAUC,21.84,5,0.044,0.22,,,,,,
6.00E+03,FAUC,21.93,0.167,0.461,0.076987,,,,,,
6.00E+03,FAUC,21.93,0.833,0.058,0.048314,,,,,,
6.00E+03,FAUC,21.99,0.167,1.094,0.182698,,,,,,
6.00E+03,FAUC,22.54,2.667,0.036,0.096012,,,,,,
6.00E+03,FAUC,22.65,2.5,0.038,0.095,,,,,,
6.00E+03,FAUC,22.96,1.667,0.53,0.88351,,,,,,
6.00E+03,FAUC,22.98,0.167,0.288,0.048096,,,,,,
6.00E+03,FAUC,23.3,1.5,0.026,0.039,,,,,,
6.00E+03,FAUC,23.34,2.167,0.027,0.058509,,,,,,
6.00E+03,FAUC,23.48,2.167,0.058,0.125686,,,,,,
6.00E+03,FAUC,23.51,1,0.058,0.058,,,,,,
6.00E+03,FAUC,23.56,3.333,0.029,0.096657,,,,,,
6.00E+03,FAUC,23.62,3.167,0.021,0.066507,,,,,,
6.00E+03,FAUC,23.77,3,0.029,0.087,,,,,,
6.00E+03,FAUC,23.82,0.833,0.104,0.086632,,,,,,
6.00E+03,SHWR,20.64,8.5,2,17,,,,,,
6.00E+04,CWSH,7.56,2.333,5.421,12.647193,,,,,,
6.00E+04,CWSH,9.25,2.333,1.096,2.556968,,,,,,
6.00E+04,CWSH,9.53,1.167,1.3,1.5171,,,,,,
6.00E+04,CWSH,9.62,1.167,1.294,1.510098,,,,,,
6.00E+04,CWSH,9.77,2.5,1.33,3.325,,,,,,
6.00E+04,CWSH,9.95,2.5,1.377,3.4425,,,,,,
6.00E+04,CWSH,9.99,0.333,0.898,0.299034,,,,,,
6.00E+04,CWSH,13.61,2.333,1.374,3.205542,,,,,,
6.00E+04,CWSH,13.65,0.333,0.512,0.170496,,,,,,
6.00E+04,CWSH,13.86,1.167,1.287,1.501929,,,,,,
6.00E+04,CWSH,13.89,1,1.102,1.102,,,,,,
6.00E+04,CWSH,13.95,1.167,1.304,1.521768,,,,,,
6.00E+04,CWSH,14.09,2.167,1.329,2.879943,,,,,,
6.00E+04,CWSH,14.22,1.5,1.338,2.007,,,,,,
6.00E+04,CWSH,14.25,0.333,0.787,0.262071,,,,,,
6.00E+04,FAUC,6.37,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,8.7,0.786,0.317,0.249162,,,,,,
6.00E+04,FAUC,8.74,0.524,0.317,0.166108,,,,,,
6.00E+04,FAUC,8.8,0.524,0.274,0.143576,,,,,,
6.00E+04,FAUC,8.81,0.393,0.25,0.09825,,,,,,
6.00E+04,FAUC,9.36,0.393,1.248,0.490464,,,,,,
6.00E+04,FAUC,9.38,0.917,1.078,0.988526,,,,,,
6.00E+04,FAUC,10.61,0.262,0.864,0.226368,,,,,,
6.00E+04,FAUC,10.65,0.131,0.288,0.037728,,,,,,
6.00E+04,FAUC,11.37,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,11.4,0.786,1.373,1.079178,,,,,,
6.00E+04,FAUC,11.43,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,11.47,0.786,0.893,0.701898,,,,,,
6.00E+04,FAUC,11.51,0.262,0.547,0.143314,,,,,,
6.00E+04,FAUC,11.52,0.131,0.461,0.060391,,,,,,
6.00E+04,FAUC,11.63,0.262,1.094,0.286628,,,,,,
6.00E+04,FAUC,11.65,0.262,0.49,0.12838,,,,,,
6.00E+04,FAUC,12,0.131,1.325,0.173575,,,,,,
6.00E+04,FAUC,12.73,0.262,0.691,0.181042,,,,,,
6.00E+04,FAUC,12.74,0.393,0.518,0.203574,,,,,,
6.00E+04,FAUC,12.75,0.131,2.189,0.286759,,,,,,
6.00E+04,FAUC,12.84,0.262,1.354,0.354748,,,,,,
6.00E+04,FAUC,12.87,0.655,0.795,0.520725,,,,,,
6.00E+04,FAUC,13.06,0.393,0.538,0.211434,,,,,,
6.00E+04,FAUC,13.1,0.131,0.518,0.067858,,,,,,
6.00E+04,FAUC,13.71,0.655,1.348,0.88294,,,,,,
6.00E+04,FAUC,14.31,0.393,1.267,0.497931,,,,,,
6.00E+04,FAUC,14.37,0.393,1.075,0.422475,,,,,,
6.00E+04,FAUC,14.38,0.262,0.893,0.233966,,,,,,
6.00E+04,FAUC,14.76,0.524,1.987,1.041188,,,,,,
6.00E+04,FAUC,14.77,0.131,0.461,0.060391,,,,,,
6.00E+04,FAUC,14.77,1.048,0.533,0.558584,,,,,,
6.00E+04,FAUC,14.86,0.131,0.403,0.052793,,,,,,
6.00E+04,FAUC,14.87,0.131,0.634,0.083054,,,,,,
6.00E+04,FAUC,15.78,0.655,0.806,0.52793,,,,,,
6.00E+04,FAUC,15.81,0.262,0.662,0.173444,,,,,,
6.00E+04,FAUC,15.85,0.131,0.864,0.113184,,,,,,
6.00E+04,FAUC,17.14,0.131,0.518,0.067858,,,,,,
6.00E+04,FAUC,17.15,0.262,1.238,0.324356,,,,,,
6.00E+04,FAUC,17.16,0.131,1.325,0.173575,,,,,,
6.00E+04,FAUC,17.17,0.393,0.73,0.28689,,,,,,
6.00E+04,FAUC,17.2,0.262,0.778,0.203836,,,,,,
6.00E+04,FAUC,17.21,0.393,1.171,0.460203,,,,,,
6.00E+04,FAUC,17.22,0.262,1.181,0.309422,,,,,,
6.00E+04,FAUC,17.23,0.655,1.325,0.867875,,,,,,
6.00E+04,FAUC,17.26,0.655,0.841,0.550855,,,,,,
6.00E+04,FAUC,17.28,0.262,0.576,0.150912,,,,,,
6.00E+04,FAUC,17.29,0.262,0.576,0.150912,,,,,,
6.00E+04,FAUC,17.29,0.131,1.498,0.196238,,,,,,
6.00E+04,FAUC,17.3,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,17.31,0.131,0.806,0.105586,,,,,,
6.00E+04,FAUC,17.31,0.262,0.864,0.226368,,,,,,
6.00E+04,FAUC,17.32,0.786,0.95,0.7467,,,,,,
6.00E+04,FAUC,17.4,0.131,1.555,0.203705,,,,,,
6.00E+04,FAUC,17.41,0.655,0.806,0.52793,,,,,,
6.00E+04,FAUC,17.47,0.262,0.461,0.120782,,,,,,
6.00E+04,FAUC,17.58,0.131,0.518,0.067858,,,,,,
6.00E+04,FAUC,17.6,0.131,0.749,0.098119,,,,,,
6.00E+04,FAUC,17.62,0.131,0.518,0.067858,,,,,,
6.00E+04,FAUC,18.29,0.131,0.691,0.090521,,,,,,
6.00E+04,FAUC,18.31,0.131,0.979,0.128249,,,,,,
6.00E+04,FAUC,18.36,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,18.42,0.262,0.864,0.226368,,,,,,
6.00E+04,FAUC,18.46,1.179,0.467,0.550593,,,,,,
6.00E+04,FAUC,18.51,0.131,0.806,0.105586,,,,,,
6.00E+04,FAUC,19.04,0.131,1.21,0.15851,,,,,,
6.00E+04,FAUC,19.77,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,19.86,0.262,0.893,0.233966,,,,,,
6.00E+04,FAUC,19.89,0.262,0.72,0.18864,,,,,,
6.00E+04,FAUC,19.91,0.131,0.518,0.067858,,,,,,
6.00E+04,FAUC,20.05,0.131,0.691,0.090521,,,,,,
6.00E+04,FAUC,20.12,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,20.22,0.131,0.518,0.067858,,,,,,
6.00E+04,FAUC,20.28,0.786,0.902,0.708972,,,,,,
6.00E+04,FAUC,20.33,0.131,0.461,0.060391,,,,,,
6.00E+04,FAUC,20.34,0.262,0.893,0.233966,,,,,,
6.00E+04,FAUC,20.73,0.262,0.432,0.113184,,,,,,
6.00E+04,FAUC,20.91,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,21.12,0.131,0.461,0.060391,,,,,,
6.00E+04,FAUC,21.43,0.131,0.346,0.045326,,,,,,
6.00E+04,FAUC,21.49,0.655,0.564,0.36942,,,,,,
6.00E+04,FAUC,21.5,1.31,0.685,0.89735,,,,,,
6.00E+04,FAUC,21.55,0.393,0.346,0.135978,,,,,,
6.00E+04,SHWR,7.39,5.764,2,11.528,,,,,,
6.00E+04,SHWR,9,6.681,2,13.362,,,,,,
6.00E+04,SHWR,17.73,7.992,2,15.984,,,,,,
6.00E+05,FAUC,1.04,0.31,0.518,0.16058,,,,,,
6.00E+05,FAUC,11.09,0.155,0.749,0.116095,,,,,,
6.00E+05,FAUC,11.1,1.704,1.032,1.758528,,,,,,
6.00E+05,FAUC,11.2,0.155,0.461,0.071455,,,,,,
6.00E+05,FAUC,13.6,0.465,1.459,0.678435,,,,,,
6.00E+05,FAUC,13.66,0.465,1.478,0.68727,,,,,,
6.00E+05,FAUC,13.68,0.155,1.094,0.16957,,,,,,
6.00E+05,FAUC,14.36,0.31,1.354,0.41974,,,,,,
6.00E+05,FAUC,14.51,1.239,1.375,1.703625,,,,,,
6.00E+05,FAUC,14.53,0.155,0.518,0.08029,,,,,,
6.00E+05,FAUC,14.54,0.155,0.576,0.08928,,,,,,
6.00E+05,FAUC,14.59,0.465,0.96,0.4464,,,,,,
6.00E+05,FAUC,14.68,2.014,1.232,2.481248,,,,,,
6.00E+05,FAUC,14.72,4.492,1.184,5.318528,,,,,,
6.00E+05,FAUC,14.87,8.984,0.923,8.292232,,,,,,
6.00E+05,FAUC,14.88,8.364,1.07,8.94948,,,,,,
6.00E+05,FAUC,15.05,3.563,1.545,5.504835,,,,,,
6.00E+05,FAUC,15.13,0.465,1.421,0.660765,,,,,,
